chart_name,description,category,tags,popularity,version,verified_publisher,developer,repository_url,license_type,rating_count,popularity_scaled,rating_count_scaled,popularity_category,text_combined,topic_1,topic_2,topic_3,topic_4,topic_5
elasticsearch,"Elasticsearch is a distributed search and analytics engine. It is used for web search, log monitoring, and real-time analytics. Ideal for Big Data applications.",Database,"bitnami, database, charts.bitnami.com, elasticsearch",72,21.4.2,TRUE,bitnami,https://charts.bitnami.com/bitnami,Unknown,0,0.07684098186,0,0,"Elasticsearch is a distributed search and analytics engine. It is used for web search, log monitoring, and real-time analytics. Ideal for Big Data applications. bitnami, database, charts.bitnami.com, elasticsearch",0.04407570209,0.04204096731,0.04183858182,0.8297918342,0.04225291455
keda,Event-based autoscaler for workloads on Kubernetes,"Topic 3: Prometheus, Exporter, Visualization","kedacore.github.io, autoscaler, event-based, uncategorized, kedacore, for",72,2.16.1,FALSE,kedacore,https://kedacore.github.io/charts,Unknown,0,0.07684098186,0,0,"Event-based autoscaler for workloads on Kubernetes kedacore.github.io, autoscaler, event-based, uncategorized, kedacore, for",0.06192144705,0.06290310702,0.7500664683,0.06263314551,0.06247583212
sentry,A Helm chart for Kubernetes,"Topic 4: Helm, Chart, Kubernetes","sentry, sentry_kubernetes.github.io, uncategorized",72,26.11.0,FALSE,sentry,https://sentry-kubernetes.github.io/charts,Unknown,0,0.07684098186,0,0,"A Helm chart for Kubernetes sentry, sentry_kubernetes.github.io, uncategorized",0.05907238187,0.05947428442,0.05940217805,0.7634038598,0.05864729583
argocd-apps,A Helm chart for managing additional Argo CD Applications and Projects,Secrets Management,"argo, secrets management, argoproj.github.io, argo_helm",70,2.0.2,TRUE,argo,https://argoproj.github.io/argo-helm,Unknown,0,0.07470651014,0,0,"A Helm chart for managing additional Argo CD Applications and Projects argo, secrets management, argoproj.github.io, argo_helm",0.5905371263,0.05130693735,0.0511630949,0.05235139651,0.2546414449
kube-state-metrics,Install kube-state-metrics to generate and expose cluster-level metrics,Visualization,"install, to, prometheus_community.github.io, helm_charts, cluster, kube-state-metrics, visualization, prometheus-community",69,5.28.0,TRUE,prometheus-community,https://prometheus-community.github.io/helm-charts,Apache-2.0,0,0.07363927428,0,0,"Install kube-state-metrics to generate and expose cluster-level metrics install, to, prometheus_community.github.io, helm_charts, cluster, kube-state-metrics, visualization, prometheus-community",0.1391006569,0.04615661875,0.7219798442,0.0465016553,0.04626122493
eck-operator,Elastic Cloud on Kubernetes (ECK) operator,Visualization,"elastic, helm.elastic.co, cloud, visualization, on, operator",68,2.16.0,TRUE,elastic,https://helm.elastic.co,Elastic-2.0,0,0.07257203842,0,0,"Elastic Cloud on Kubernetes (ECK) operator elastic, helm.elastic.co, cloud, visualization, on, operator",0.2423956772,0.06955311045,0.07026124384,0.5490544326,0.06873553586
authentik,authentik is an open-source Identity Provider focused on flexibility and versatility,Certificate Management,"an, charts.goauthentik.io, goauthentik, authentik, certificate management",67,2024.12.2,TRUE,goauthentik,https://charts.goauthentik.io/,GPL,0,0.07150480256,0,0,"authentik is an open-source Identity Provider focused on flexibility and versatility an, charts.goauthentik.io, goauthentik, authentik, certificate management",0.05584050196,0.05686085012,0.5242252893,0.307483057,0.05559030153
argo-rollouts,A Helm chart for Argo Rollouts,Secrets Management,"argo, secrets management, argoproj.github.io, argo_helm",66,2.38.2,TRUE,argo,https://argoproj.github.io/argo-helm,Unknown,0,0.0704375667,0,0,"A Helm chart for Argo Rollouts argo, secrets management, argoproj.github.io, argo_helm",0.7254182854,0.06852807782,0.06874860728,0.07023579232,0.06706923722
descheduler,"Descheduler for Kubernetes is used to rebalance clusters by evicting pods that can potentially be scheduled on better nodes. In the current implementation, descheduler does not schedule replacement of evicted pods but relies on the default scheduler for that.","Topic 5: Policies, Kyverno, Modules","descheduler, for, uncategorized",66,0.32.1,FALSE,descheduler,https://kubernetes-sigs.github.io/descheduler/,Unknown,0,0.0704375667,0,0,"Descheduler for Kubernetes is used to rebalance clusters by evicting pods that can potentially be scheduled on better nodes. In the current implementation, descheduler does not schedule replacement of evicted pods but relies on the default scheduler for that. descheduler, for, uncategorized",0.04818105151,0.360680205,0.04768599801,0.0477167807,0.4957359648
jaeger,A Jaeger Helm chart for Kubernetes,Visualization,"jaegertracing.github.io, helm_charts, jaegertracing, jaeger, visualization",63,3.3.4,TRUE,jaegertracing,https://jaegertracing.github.io/helm-charts,Unknown,0,0.06723585912,0,0,"A Jaeger Helm chart for Kubernetes jaegertracing.github.io, helm_charts, jaegertracing, jaeger, visualization",0.06755113538,0.06786559473,0.7284083598,0.06917954378,0.06699536634
postgresql-ha,"This PostgreSQL cluster solution includes the PostgreSQL replication manager, an open-source tool for managing replication and failover on PostgreSQL clusters.",Database,"bitnami, charts.bitnami.com, postgresql, database, cluster, this",61,15.1.6,TRUE,bitnami,https://charts.bitnami.com/bitnami,Unknown,0,0.06510138741,0,0,"This PostgreSQL cluster solution includes the PostgreSQL replication manager, an open-source tool for managing replication and failover on PostgreSQL clusters. bitnami, charts.bitnami.com, postgresql, database, cluster, this",0.387941195,0.460304363,0.05035936973,0.05160796037,0.04978711189
redis-cluster,"Redis(R) is an open source, scalable, distributed in-memory cache for applications. It can be used to store and serve data in the form of strings, hashes, lists, sets and sorted sets.",Database,"bitnami, an, charts.bitnami.com, redis(r), database",59,11.4.0,TRUE,bitnami,https://charts.bitnami.com/bitnami,Unknown,0,0.06296691569,0,0,"Redis(R) is an open source, scalable, distributed in-memory cache for applications. It can be used to store and serve data in the form of strings, hashes, lists, sets and sorted sets. bitnami, an, charts.bitnami.com, redis(r), database",0.3163743237,0.1199545774,0.04304920454,0.4770849978,0.04353689663
jupyterhub,Multi-user Jupyter installation,Monitoring,"multi-user, jupyter, monitoring, jupyterhub, installation, helm_chart",58,4.1.1-0.dev.git.6912.h31f59d32,TRUE,jupyterhub,https://jupyterhub.github.io/helm-chart/,Unknown,0,0.06189967983,0,0,"Multi-user Jupyter installation multi-user, jupyter, monitoring, jupyterhub, installation, helm_chart",0.7436206082,0.06439404491,0.06382262603,0.06411888968,0.06404383122
base,Helm chart for deploying Istio cluster resources and CRDs,Ingress Controller,"istio-official, ingress controller, cluster, istio_release.storage.googleapis.com, for",57,1.24.2,TRUE,istio-official,https://istio-release.storage.googleapis.com/charts,Unknown,0,0.06083244397,0,0,"Helm chart for deploying Istio cluster resources and CRDs istio-official, ingress controller, cluster, istio_release.storage.googleapis.com, for",0.5658732048,0.04912515909,0.04945437402,0.2880587816,0.04748848047
prometheus-blackbox-exporter,Prometheus Blackbox Exporter,Visualization,"blackbox, prometheus, prometheus_community.github.io, helm_charts, visualization, exporter, prometheus-community",57,9.1.0,TRUE,prometheus-community,https://prometheus-community.github.io/helm-charts,Unknown,0,0.06083244397,0,0,"Prometheus Blackbox Exporter blackbox, prometheus, prometheus_community.github.io, helm_charts, visualization, exporter, prometheus-community",0.06054313544,0.0604366137,0.7584472476,0.06050332871,0.0600696745
kubeview,Kubernetes cluster visualiser and visual explorer,"Topic 1: Operator, Cluster, Management","kubeview, visualiser, cluster, uncategorized",56,0.1.31,TRUE,kubeview,https://benc-uk.github.io/kubeview/charts,Unknown,0,0.05976520811,0,0,"Kubernetes cluster visualiser and visual explorer kubeview, visualiser, cluster, uncategorized",0.6642178843,0.08374189855,0.08337992557,0.08548223243,0.08317805911
airflow,Airflow Helm Chart (User Community) - the standard way to deploy Apache Airflow on Kubernetes with Helm,Secrets Management,"secrets management, airflow, airflow_helm.github.io, airflow-helm",56,8.9.0,TRUE,airflow-helm,https://airflow-helm.github.io/charts,Unknown,0,0.05976520811,0,0,"Airflow Helm Chart (User Community) - the standard way to deploy Apache Airflow on Kubernetes with Helm secrets management, airflow, airflow_helm.github.io, airflow-helm",0.06457726548,0.1078631545,0.7071630115,0.06032374213,0.06007282641
nfs-server-provisioner,nfs-server-provisioner is an out-of-tree dynamic provisioner for Kubernetes. You can use it to quickly & easily deploy shared storage that works almost anywhere.,"Topic 3: Prometheus, Exporter, Visualization","an, nfs-server-provisioner, uncategorized, kvaps, kvaps.github.io",56,1.8.0,FALSE,kvaps,https://kvaps.github.io/charts,Unknown,0,0.05976520811,0,0,"nfs-server-provisioner is an out-of-tree dynamic provisioner for Kubernetes. You can use it to quickly & easily deploy shared storage that works almost anywhere. an, nfs-server-provisioner, uncategorized, kvaps, kvaps.github.io",0.04637930622,0.04645914656,0.8148932674,0.04653285292,0.04573542692
dex,OpenID Connect (OIDC) identity and OAuth 2.0 provider with pluggable connectors.,Certificate Management,"(oidc), connect, charts.dexidp.io, dex, openid, certificate management",55,0.19.1,TRUE,dex,https://charts.dexidp.io,Apache-2.0,0,0.05869797225,0,0,"OpenID Connect (OIDC) identity and OAuth 2.0 provider with pluggable connectors. (oidc), connect, charts.dexidp.io, dex, openid, certificate management",0.7661123758,0.05931317446,0.05849973249,0.05820863697,0.05786608032
gateway,Helm chart for deploying Istio gateways,Ingress Controller,"istio_release.storage.googleapis.com, for, istio-official, ingress controller",54,1.24.2,TRUE,istio-official,https://istio-release.storage.googleapis.com/charts,Unknown,0,0.05763073639,0,0,"Helm chart for deploying Istio gateways istio_release.storage.googleapis.com, for, istio-official, ingress controller",0.3867625105,0.05582872401,0.05353367597,0.4505354537,0.05333963586
chartmuseum,Host your own Helm Chart Repository,"Topic 4: Helm, Chart, Kubernetes","chartmuseum, your, uncategorized, host, own, chartmuseum.github.io",51,3.10.3,TRUE,chartmuseum,https://chartmuseum.github.io/charts,Apache-2.0,0,0.05442902882,0,0,"Host your own Helm Chart Repository chartmuseum, your, uncategorized, host, own, chartmuseum.github.io",0.06747512776,0.0679072436,0.06767486381,0.4447734009,0.3521693639
metabase,"The easy, open source way for everyone in your company to ask questions and learn from data.","Topic 4: Helm, Chart, Kubernetes","helm_charts, uncategorized, pmint93, pmint93.github.io, the, easy, open",50,2.17.2,FALSE,pmint93,https://pmint93.github.io/helm-charts,Unknown,0,0.05336179296,0,0,"The easy, open source way for everyone in your company to ask questions and learn from data. helm_charts, uncategorized, pmint93, pmint93.github.io, the, easy, open",0.05719903964,0.05714028715,0.05693307897,0.7720537703,0.05667382391
nats,A Helm chart for the NATS.io High Speed Cloud Native Distributed Communications Technology.,"Topic 4: Helm, Chart, Kubernetes","nats, uncategorized",49,1.2.9,TRUE,nats,https://nats-io.github.io/k8s/helm/charts/,Unknown,0,0.0522945571,0,0,"A Helm chart for the NATS.io High Speed Cloud Native Distributed Communications Technology. nats, uncategorized",0.05534488804,0.3836867776,0.05468528253,0.451594324,0.0546887279
mimir-distributed,Grafana Mimir,"Topic 2: Ingress, Controller, GitHub","grafana, grafana.github.io, helm_charts, mimir, uncategorized",49,5.6.0,FALSE,grafana,https://grafana.github.io/helm-charts,Unknown,0,0.0522945571,0,0,"Grafana Mimir grafana, grafana.github.io, helm_charts, mimir, uncategorized",0.08178942726,0.6723619182,0.08262187231,0.08222904311,0.08099773909
metallb,"MetalLB is a load-balancer implementation for bare metal Kubernetes clusters, using standard routing protocols.",Ingress Controller,"bitnami, charts.bitnami.com, metallb, ingress controller",48,6.4.2,TRUE,bitnami,https://charts.bitnami.com/bitnami,Unknown,0,0.05122732124,0,0,"MetalLB is a load-balancer implementation for bare metal Kubernetes clusters, using standard routing protocols. bitnami, charts.bitnami.com, metallb, ingress controller",0.04684025906,0.81323098,0.04654954669,0.04715826968,0.04622094452
werf,Official image to run werf in containers,Secrets Management,"werf, to, image, official, secrets management",47,1.2-rock-solid,TRUE,werf,oci://registry.werf.io/werf/werf,Unknown,0,0.05016008538,0,0,"Official image to run werf in containers werf, to, image, official, secrets management",0.06354857538,0.0625747256,0.06401563741,0.3234168529,0.4864442087
reloader,Reloader chart that runs on kubernetes,"Topic 4: Helm, Chart, Kubernetes","stakater, stakater_charts, that, uncategorized, reloader, stakater.github.io",45,1.2.1,FALSE,stakater,https://stakater.github.io/stakater-charts,Unknown,0,0.04802561366,0,0,"Reloader chart that runs on kubernetes stakater, stakater_charts, that, uncategorized, reloader, stakater.github.io",0.07049666603,0.07027906375,0.07029692429,0.7188163407,0.07011100518
